"The payment App cannot be disconnected when there are open orders. Open orders won’t be proceed automatically if you delete the App. Close the open orders to continue.","Die Zahlungs-App kann nicht getrennt werden, wenn offene Bestellungen vorliegen. Offene Bestellungen werden nicht automatisch abgeschlossen, wenn Sie die App löschen. Schließen Sie die offenen Bestellungen, um fortzufahren.",
"Please close any open orders and try again.","Bitte schließen Sie alle offenen Bestellungen und versuchen Sie es erneut.",
